game,turn,pre_total_score,chance_score,ones_score,twos_score,threes_score,fours_score,fives_score,sixes_score,three_kind_score,four_kind_score,full_house_score,small_straight_score,large_straight_score,yahtzee_score,hand_1_dice_1,hand_1_dice_2,hand_1_dice_3,hand_1_dice_4,hand_1_dice_5,chance_potential_1,ones_potential_1,twos_potential_1,threes_potential_1,fours_potential_1,fives_potential_1,sixes_potential_1,three_kind_potential_1,four_kind_potential_1,full_house_potential_1,small_straight_potential_1,large_straight_potential_1,yahtzee_potential_1,picks_1_dice_1,picks_1_dice_2,picks_1_dice_3,picks_1_dice_4,picks_1_dice_5,hand_2_dice_1,hand_2_dice_2,hand_2_dice_3,hand_2_dice_4,hand_2_dice_5,chance_potential_2,ones_potential_2,twos_potential_2,threes_potential_2,fours_potential_2,fives_potential_2,sixes_potential_2,three_kind_potential_2,four_kind_potential_2,full_house_potential_2,small_straight_potential_2,large_straight_potential_2,yahtzee_potential_2,picks_2_dice_1,picks_2_dice_2,picks_2_dice_3,picks_2_dice_4,picks_2_dice_5,hand_3_dice_1,hand_3_dice_2,hand_3_dice_3,hand_3_dice_4,hand_3_dice_5,chance_potential_3,ones_potential_3,twos_potential_3,threes_potential_3,fours_potential_3,fives_potential_3,sixes_potential_3,three_kind_potential_3,four_kind_potential_3,full_house_potential_3,small_straight_potential_3,large_straight_potential_3,yahtzee_potential_3,score_pick,turn_score,post_total_score
96,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,1,1,11,2,2,3,4,0,0,0,0,0,30,0,0,0,0,0,1,1,5,2,1,1,1,10,3,2,0,0,5,0,10,0,0,0,0,0,0,0,1,1,1,5,3,1,1,1,11,3,0,3,0,5,0,11,0,0,0,0,0,chance,11,11
96,2,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,4,4,4,-1,0,0,0,12,10,0,22,0,25,0,0,0,1,1,1,1,1,5,5,4,4,4,-1,0,0,0,12,10,0,22,0,25,0,0,0,1,1,1,1,1,5,5,4,4,4,-1,0,0,0,12,10,0,22,0,25,0,0,0,full_house,25,36
96,3,36,11,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,5,4,4,4,3,-1,0,0,3,12,5,0,20,0,-1,0,0,0,0,1,1,1,0,4,4,4,4,1,-1,1,0,0,16,0,0,17,17,-1,0,0,0,1,1,1,1,0,4,4,4,4,4,-1,0,0,0,20,0,0,20,20,-1,0,0,50,yahtzee,50,86
96,4,86,11,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,50,5,5,4,3,1,-1,1,0,3,4,10,0,0,0,-1,0,0,-1,1,1,0,0,0,5,5,4,1,1,-1,2,0,0,4,10,0,0,0,-1,0,0,-1,1,1,0,1,1,5,5,2,1,1,-1,2,2,0,0,10,0,0,0,-1,0,0,-1,fives,10,96
96,5,96,11,-1,-1,-1,-1,10,-1,-1,-1,25,-1,-1,50,6,5,3,1,1,-1,2,0,3,0,-1,6,0,0,-1,0,0,-1,0,0,0,1,1,6,6,3,1,1,-1,2,0,3,0,-1,12,0,0,-1,0,0,-1,1,1,0,1,1,6,6,5,1,1,-1,2,0,0,0,-1,12,0,0,-1,0,0,-1,sixes,12,108
96,6,108,11,-1,-1,-1,-1,10,12,-1,-1,25,-1,-1,50,5,4,3,2,1,-1,1,2,3,4,-1,-1,0,0,-1,30,40,-1,0,0,0,0,0,6,6,5,5,1,-1,1,0,0,0,-1,-1,0,0,-1,0,0,-1,1,1,1,1,0,6,6,6,5,5,-1,0,0,0,0,-1,-1,28,0,-1,0,0,-1,three_kind,28,136
96,7,136,11,-1,-1,-1,-1,10,12,28,-1,25,-1,-1,50,6,4,3,1,1,-1,2,0,3,4,-1,-1,-1,0,-1,0,0,-1,0,0,0,1,1,5,4,1,1,1,-1,3,0,0,4,-1,-1,-1,0,-1,0,0,-1,0,0,1,1,1,5,2,1,1,1,-1,3,2,0,0,-1,-1,-1,0,-1,0,0,-1,ones,3,139
96,8,139,11,3,-1,-1,-1,10,12,28,-1,25,-1,-1,50,6,5,5,2,2,-1,-1,4,0,0,-1,-1,-1,0,-1,0,0,-1,0,1,1,1,1,5,5,2,2,2,-1,-1,6,0,0,-1,-1,-1,0,-1,0,0,-1,1,1,1,1,1,5,5,2,2,2,-1,-1,6,0,0,-1,-1,-1,0,-1,0,0,-1,twos,6,145
96,9,145,11,3,6,-1,-1,10,12,28,-1,25,-1,-1,50,6,5,5,4,1,-1,-1,-1,0,4,-1,-1,-1,0,-1,0,0,-1,0,1,1,0,0,6,5,5,5,3,-1,-1,-1,3,0,-1,-1,-1,0,-1,0,0,-1,0,1,1,1,0,6,5,5,5,4,-1,-1,-1,0,4,-1,-1,-1,0,-1,0,0,-1,fours,4,149
96,10,149,11,3,6,-1,4,10,12,28,-1,25,-1,-1,50,6,5,2,1,1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,0,0,1,1,5,4,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,0,1,1,1,3,2,1,1,1,-1,-1,-1,3,-1,-1,-1,-1,0,-1,0,0,-1,threes,3,152
96,11,152,11,3,6,3,4,10,12,28,-1,25,-1,-1,50,6,6,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,1,1,0,0,0,6,6,5,3,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,1,1,0,1,1,6,6,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,four_kind,0,152
96,12,152,11,3,6,3,4,10,12,28,0,25,-1,-1,50,6,5,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,1,1,6,5,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,1,1,6,5,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,small_straight,0,152
96,13,152,11,3,6,3,4,10,12,28,0,25,0,-1,50,5,4,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,1,5,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,large_straight,0,152
97,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,4,3,2,19,0,2,3,4,10,0,0,0,0,30,0,0,1,1,0,0,0,5,5,5,4,2,21,0,2,0,4,15,0,21,0,0,0,0,0,1,1,1,0,0,5,5,5,5,4,24,0,0,0,4,20,0,24,24,0,0,0,0,chance,24,24
97,2,24,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,4,2,1,-1,1,2,0,4,0,12,0,0,0,0,0,0,1,1,0,0,0,6,6,1,1,1,-1,3,0,0,0,0,12,15,0,25,0,0,0,1,1,1,1,1,6,6,1,1,1,-1,3,0,0,0,0,12,15,0,25,0,0,0,full_house,25,49
97,3,49,24,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,6,4,4,4,2,-1,0,2,0,12,0,6,20,0,-1,0,0,0,0,1,1,1,0,6,5,4,4,4,-1,0,0,0,12,5,6,23,0,-1,0,0,0,0,0,1,1,1,6,4,4,4,2,-1,0,2,0,12,0,6,20,0,-1,0,0,0,three_kind,20,69
97,4,69,24,-1,-1,-1,-1,-1,-1,20,-1,25,-1,-1,-1,6,6,5,4,3,-1,0,0,3,4,5,12,-1,0,-1,30,0,0,1,1,0,0,0,6,6,6,3,1,-1,1,0,3,0,0,18,-1,0,-1,0,0,0,1,1,1,0,0,6,6,6,6,3,-1,0,0,3,0,0,24,-1,27,-1,0,0,0,four_kind,27,96
97,5,96,24,-1,-1,-1,-1,-1,-1,20,27,25,-1,-1,-1,6,4,3,3,3,-1,0,0,9,4,0,6,-1,-1,-1,0,0,0,0,0,1,1,1,5,5,3,3,3,-1,0,0,9,0,10,0,-1,-1,-1,0,0,0,1,1,1,1,1,5,5,3,3,3,-1,0,0,9,0,10,0,-1,-1,-1,0,0,0,fives,10,106
97,6,106,24,-1,-1,-1,-1,10,-1,20,27,25,-1,-1,-1,5,4,3,2,1,-1,1,2,3,4,-1,0,-1,-1,-1,30,40,0,0,0,0,0,0,3,3,2,1,1,-1,2,2,6,0,-1,0,-1,-1,-1,0,0,0,1,1,0,1,1,5,3,3,1,1,-1,2,0,6,0,-1,0,-1,-1,-1,0,0,0,threes,6,112
97,7,112,24,-1,-1,6,-1,10,-1,20,27,25,-1,-1,-1,6,5,5,3,2,-1,0,2,-1,0,-1,6,-1,-1,-1,0,0,0,0,1,1,0,0,5,5,4,3,2,-1,0,2,-1,4,-1,0,-1,-1,-1,30,0,0,1,1,0,0,0,6,5,5,3,2,-1,0,2,-1,0,-1,6,-1,-1,-1,0,0,0,sixes,6,118
97,8,118,24,-1,-1,6,-1,10,6,20,27,25,-1,-1,-1,4,4,2,1,1,-1,2,2,-1,8,-1,-1,-1,-1,-1,0,0,0,1,1,0,1,1,4,4,4,1,1,-1,2,0,-1,12,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,4,4,4,1,1,-1,2,0,-1,12,-1,-1,-1,-1,-1,0,0,0,fours,12,130
97,9,130,24,-1,-1,6,12,10,6,20,27,25,-1,-1,-1,6,6,5,5,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,6,6,5,5,3,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,6,6,5,5,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,ones,1,131
97,10,131,24,1,-1,6,12,10,6,20,27,25,-1,-1,-1,6,6,6,3,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,0,6,6,6,6,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,6,6,6,6,6,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,50,yahtzee,50,181
97,11,181,24,1,-1,6,12,10,6,20,27,25,-1,-1,50,6,6,5,3,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,0,0,0,6,6,6,3,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,1,0,0,6,6,6,5,3,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,twos,0,181
97,12,181,24,1,0,6,12,10,6,20,27,25,-1,-1,50,5,5,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,1,0,0,5,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,1,1,0,5,5,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,small_straight,0,181
97,13,181,24,1,0,6,12,10,6,20,27,25,0,-1,50,4,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,5,4,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,0,6,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,large_straight,0,181
98,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,4,3,2,20,0,2,3,4,5,6,0,0,0,30,40,0,0,0,0,0,0,4,2,1,1,1,9,3,2,0,4,0,0,9,0,0,0,0,0,0,0,1,1,1,5,1,1,1,1,9,4,0,0,0,5,0,9,9,0,0,0,0,chance,9,9
98,2,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,4,2,2,-1,0,4,0,8,0,6,0,0,0,0,0,0,0,1,1,1,1,4,4,2,2,2,-1,0,6,0,8,0,0,14,0,25,0,0,0,1,1,1,1,1,4,4,2,2,2,-1,0,6,0,8,0,0,14,0,25,0,0,0,full_house,25,34
98,3,34,9,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,6,6,5,3,1,-1,1,0,3,0,5,12,0,0,-1,0,0,0,1,1,0,0,0,6,6,5,4,4,-1,0,0,0,8,5,12,0,0,-1,0,0,0,1,1,0,1,1,6,6,4,4,4,-1,0,0,0,12,0,12,24,0,-1,0,0,0,three_kind,24,58
98,4,58,9,-1,-1,-1,-1,-1,-1,24,-1,25,-1,-1,-1,5,4,4,3,2,-1,0,2,3,8,5,0,-1,0,-1,30,0,0,0,1,1,0,0,5,4,4,4,3,-1,0,0,3,12,5,0,-1,0,-1,0,0,0,0,1,1,1,0,5,4,4,4,2,-1,0,2,0,12,5,0,-1,0,-1,0,0,0,fours,12,70
98,5,70,9,-1,-1,-1,12,-1,-1,24,-1,25,-1,-1,-1,6,5,3,2,1,-1,1,2,3,-1,5,6,-1,0,-1,0,0,0,0,0,0,0,0,5,5,4,2,1,-1,1,2,0,-1,10,0,-1,0,-1,0,0,0,1,1,0,0,0,5,5,5,5,3,-1,0,0,3,-1,20,0,-1,23,-1,0,0,0,four_kind,23,93
98,6,93,9,-1,-1,-1,12,-1,-1,24,23,25,-1,-1,-1,6,4,3,3,1,-1,1,0,6,-1,0,6,-1,-1,-1,0,0,0,0,0,1,1,0,6,4,3,3,3,-1,0,0,9,-1,0,6,-1,-1,-1,0,0,0,0,0,1,1,1,4,3,3,3,3,-1,0,0,12,-1,0,0,-1,-1,-1,0,0,0,threes,12,105
98,7,105,9,-1,-1,12,12,-1,-1,24,23,25,-1,-1,-1,6,6,4,4,4,-1,0,0,-1,-1,0,12,-1,-1,-1,0,0,0,1,1,1,1,1,6,6,4,4,4,-1,0,0,-1,-1,0,12,-1,-1,-1,0,0,0,1,1,1,1,1,6,6,4,4,4,-1,0,0,-1,-1,0,12,-1,-1,-1,0,0,0,sixes,12,117
98,8,117,9,-1,-1,12,12,-1,12,24,23,25,-1,-1,-1,6,5,5,2,1,-1,1,2,-1,-1,10,-1,-1,-1,-1,0,0,0,0,1,1,0,0,5,5,5,5,2,-1,0,2,-1,-1,20,-1,-1,-1,-1,0,0,0,1,1,1,1,0,5,5,5,5,4,-1,0,0,-1,-1,20,-1,-1,-1,-1,0,0,0,fives,20,137
98,9,137,9,-1,-1,12,12,20,12,24,23,25,-1,-1,-1,4,4,3,2,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,1,1,4,4,2,2,1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,4,4,2,2,2,-1,0,6,-1,-1,-1,-1,-1,-1,-1,0,0,0,twos,6,143
98,10,143,9,-1,6,12,12,20,12,24,23,25,-1,-1,-1,5,5,4,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,5,5,3,2,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,1,1,5,5,2,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,ones,1,144
98,11,144,9,1,6,12,12,20,12,24,23,25,-1,-1,-1,6,6,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,small_straight,0,144
98,12,144,9,1,6,12,12,20,12,24,23,25,0,-1,-1,5,4,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,4,4,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,4,4,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,large_straight,0,144
98,13,144,9,1,6,12,12,20,12,24,23,25,0,0,-1,5,5,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,0,6,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,0,5,5,5,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,yahtzee,0,144
99,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,4,4,3,22,0,0,3,8,5,6,0,0,0,30,0,0,0,0,1,1,0,6,6,4,4,4,24,0,0,0,12,0,12,24,0,25,0,0,0,1,1,1,1,1,6,6,4,4,4,24,0,0,0,12,0,12,24,0,25,0,0,0,full_house,25,25
99,2,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,5,4,3,2,1,15,1,2,3,4,5,0,0,0,-1,30,40,0,0,0,0,0,0,6,5,3,1,1,16,2,0,3,0,5,6,0,0,-1,0,0,0,0,0,0,1,1,5,1,1,1,1,9,4,0,0,0,5,0,9,9,-1,0,0,0,chance,9,34
99,3,34,9,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,6,4,4,3,3,-1,0,0,6,8,0,6,0,0,-1,0,0,0,0,1,1,1,1,5,4,4,3,3,-1,0,0,6,8,5,0,0,0,-1,0,0,0,0,1,1,1,1,5,4,4,3,3,-1,0,0,6,8,5,0,0,0,-1,0,0,0,fours,8,42
99,4,42,9,-1,-1,-1,8,-1,-1,-1,-1,25,-1,-1,-1,5,4,4,3,1,-1,1,0,3,-1,5,0,0,0,-1,0,0,0,0,1,1,0,0,6,5,4,4,3,-1,0,0,3,-1,5,6,0,0,-1,30,0,0,0,0,1,1,0,5,4,4,2,1,-1,1,2,0,-1,5,0,0,0,-1,0,0,0,fives,5,47
99,5,47,9,-1,-1,-1,8,5,-1,-1,-1,25,-1,-1,-1,6,5,2,1,1,-1,2,2,0,-1,-1,6,0,0,-1,0,0,0,0,0,0,1,1,4,3,1,1,1,-1,3,0,3,-1,-1,0,10,0,-1,0,0,0,0,0,1,1,1,4,3,1,1,1,-1,3,0,3,-1,-1,0,10,0,-1,0,0,0,three_kind,10,57
99,6,57,9,-1,-1,-1,8,5,-1,10,-1,25,-1,-1,-1,6,4,4,2,2,-1,0,4,0,-1,-1,6,-1,0,-1,0,0,0,0,1,1,1,1,5,4,4,2,2,-1,0,4,0,-1,-1,0,-1,0,-1,0,0,0,0,1,1,1,1,4,4,2,2,1,-1,1,4,0,-1,-1,0,-1,0,-1,0,0,0,twos,4,61
99,7,61,9,-1,4,-1,8,5,-1,10,-1,25,-1,-1,-1,6,5,5,4,1,-1,1,-1,0,-1,-1,6,-1,0,-1,0,0,0,0,1,1,0,0,6,5,5,5,5,-1,0,-1,0,-1,-1,6,-1,26,-1,0,0,0,0,1,1,1,1,5,5,5,5,1,-1,1,-1,0,-1,-1,0,-1,21,-1,0,0,0,four_kind,21,82
99,8,82,9,-1,4,-1,8,5,-1,10,21,25,-1,-1,-1,6,6,6,4,2,-1,0,-1,0,-1,-1,18,-1,-1,-1,0,0,0,1,1,1,0,0,6,6,6,3,3,-1,0,-1,6,-1,-1,18,-1,-1,-1,0,0,0,1,1,1,1,1,6,6,6,3,3,-1,0,-1,6,-1,-1,18,-1,-1,-1,0,0,0,sixes,18,100
99,9,100,9,-1,4,-1,8,5,18,10,21,25,-1,-1,-1,3,2,2,2,1,-1,1,-1,3,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,0,5,4,2,2,2,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,6,4,2,2,2,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,ones,0,100
99,10,100,9,0,4,-1,8,5,18,10,21,25,-1,-1,-1,6,5,5,3,2,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,0,5,5,5,5,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,6,5,5,5,5,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,threes,0,100
99,11,100,9,0,4,0,8,5,18,10,21,25,-1,-1,-1,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,1,1,4,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,6,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,small_straight,0,100
99,12,100,9,0,4,0,8,5,18,10,21,25,0,-1,-1,6,5,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,6,6,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,6,6,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,large_straight,0,100
99,13,100,9,0,4,0,8,5,18,10,21,25,0,0,-1,6,5,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,6,5,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,5,5,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,yahtzee,0,100
100,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,1,1,11,2,2,3,4,0,0,0,0,0,30,0,0,0,0,0,1,1,4,1,1,1,1,8,4,0,0,4,0,0,8,8,0,0,0,0,0,1,1,1,1,6,1,1,1,1,10,4,0,0,0,0,6,10,10,0,0,0,0,chance,10,10
100,2,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,4,3,3,-1,0,0,6,8,0,6,0,0,0,0,0,0,0,1,1,1,1,4,4,3,3,2,-1,0,2,6,8,0,0,0,0,0,0,0,0,1,1,1,1,0,4,4,4,3,3,-1,0,0,6,12,0,0,18,0,25,0,0,0,full_house,25,35
100,3,35,10,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,4,3,3,2,1,-1,1,2,6,4,0,0,0,0,-1,30,0,0,0,1,1,0,0,5,4,4,3,3,-1,0,0,6,8,5,0,0,0,-1,0,0,0,0,1,1,1,1,4,4,3,3,1,-1,1,0,6,8,0,0,0,0,-1,0,0,0,fours,8,43
100,4,43,10,-1,-1,-1,8,-1,-1,-1,-1,25,-1,-1,-1,6,4,3,3,1,-1,1,0,6,-1,0,6,0,0,-1,0,0,0,0,0,1,1,0,5,4,4,3,3,-1,0,0,6,-1,5,0,0,0,-1,0,0,0,0,1,1,1,1,4,4,3,3,1,-1,1,0,6,-1,0,0,0,0,-1,0,0,0,threes,6,49
100,5,49,10,-1,-1,6,8,-1,-1,-1,-1,25,-1,-1,-1,5,4,4,3,1,-1,1,0,-1,-1,5,0,0,0,-1,0,0,0,0,1,1,0,0,4,4,4,4,2,-1,0,2,-1,-1,0,0,18,18,-1,0,0,0,1,1,1,1,0,4,4,4,4,4,-1,0,0,-1,-1,0,0,20,20,-1,0,0,50,yahtzee,50,99
100,6,99,10,-1,-1,6,8,-1,-1,-1,-1,25,-1,-1,50,6,4,2,2,1,-1,1,4,-1,-1,0,6,0,0,-1,0,0,-1,0,0,1,1,0,2,2,1,1,1,-1,3,4,-1,-1,0,0,7,0,-1,0,0,-1,1,1,1,1,1,2,2,1,1,1,-1,3,4,-1,-1,0,0,7,0,-1,0,0,-1,three_kind,7,106
100,7,106,10,-1,-1,6,8,-1,-1,7,-1,25,-1,-1,50,6,3,2,2,1,-1,1,4,-1,-1,0,6,-1,0,-1,0,0,-1,0,0,1,1,0,6,5,3,2,2,-1,0,4,-1,-1,5,6,-1,0,-1,0,0,-1,0,0,0,1,1,4,3,3,2,2,-1,0,4,-1,-1,0,0,-1,0,-1,0,0,-1,twos,4,110
100,8,110,10,-1,4,6,8,-1,-1,7,-1,25,-1,-1,50,5,4,4,3,3,-1,0,-1,-1,-1,5,0,-1,0,-1,0,0,-1,0,1,1,1,1,4,4,3,3,3,-1,0,-1,-1,-1,0,0,-1,0,-1,0,0,-1,1,1,1,1,1,4,4,3,3,3,-1,0,-1,-1,-1,0,0,-1,0,-1,0,0,-1,ones,0,110
100,9,110,10,0,4,6,8,-1,-1,7,-1,25,-1,-1,50,6,5,5,4,3,-1,-1,-1,-1,-1,10,6,-1,0,-1,30,0,-1,0,1,1,0,0,5,5,4,2,1,-1,-1,-1,-1,-1,10,0,-1,0,-1,0,0,-1,1,1,0,0,0,6,5,5,4,3,-1,-1,-1,-1,-1,10,6,-1,0,-1,30,0,-1,small_straight,30,140
100,10,140,10,0,4,6,8,-1,-1,7,-1,25,30,-1,50,6,6,3,3,1,-1,-1,-1,-1,-1,0,12,-1,0,-1,-1,0,-1,1,1,1,1,0,6,6,6,3,3,-1,-1,-1,-1,-1,0,18,-1,0,-1,-1,0,-1,1,1,1,1,1,6,6,6,3,3,-1,-1,-1,-1,-1,0,18,-1,0,-1,-1,0,-1,sixes,18,158
100,11,158,10,0,4,6,8,-1,18,7,-1,25,30,-1,50,3,2,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,0,0,1,1,1,6,6,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,1,1,1,1,6,6,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,fives,0,158
100,12,158,10,0,4,6,8,0,18,7,-1,25,30,-1,50,6,6,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,1,1,0,1,1,6,6,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,1,1,0,1,1,6,6,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,four_kind,0,158
100,13,158,10,0,4,6,8,0,18,7,0,25,30,-1,50,5,4,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,1,6,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,1,4,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,large_straight,0,158
101,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,3,2,2,16,0,4,3,4,5,0,0,0,0,30,0,0,0,0,0,1,1,6,2,2,2,1,13,1,6,0,0,0,6,13,0,0,0,0,0,0,1,1,1,0,5,4,2,2,2,15,0,6,0,4,5,0,15,0,0,0,0,0,chance,15,15
101,2,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1,1,-1,3,2,3,0,0,0,8,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,-1,4,0,0,4,0,0,8,8,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,5,0,0,0,0,0,5,5,0,0,0,50,yahtzee,50,65
101,3,65,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,6,4,4,2,2,-1,0,4,0,8,0,6,0,0,0,0,0,-1,0,1,1,1,1,6,4,4,2,2,-1,0,4,0,8,0,6,0,0,0,0,0,-1,0,1,1,1,1,4,4,4,2,2,-1,0,4,0,12,0,0,16,0,25,0,0,-1,full_house,25,90
101,4,90,15,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,50,6,6,4,2,2,-1,0,4,0,4,0,12,0,0,-1,0,0,-1,1,1,0,1,1,6,6,2,2,2,-1,0,6,0,0,0,12,18,0,-1,0,0,-1,1,1,1,1,1,6,6,2,2,2,-1,0,6,0,0,0,12,18,0,-1,0,0,-1,three_kind,18,108
